GeoID2,District,Name,County,Total Population,White (NH),Black (NH),Hispanic, Asian and Pacific Islander (NH),Native American (NH),Other (NH),Pres08 Total Vote,Pres08 Dem Vote,Pres08 Rep Vote
51550002,4,Bethel Voting District,Chesapeake City,4068,3523,242,161,37,18,87,1851,460,1372
51550008,4,South Norfolk Recreation Voting District,Chesapeake City,4943,2819,1331,596,61,20,116,2141,1088,1033
51550029,4,Tanglewood Voting District,Chesapeake City,3198,2713,230,104,54,18,79,1672,569,1087
51550025,4,St. Julians Voting District,Chesapeake City,970,882,38,14,20,0,16,547,181,358
51550012,4,Georgetown Voting District,Chesapeake City,5445,1447,3489,214,128,17,150,3167,2604,552
51550030,4,South Norfolk Voting District,Chesapeake City,2116,144,1879,64,3,2,24,905,875,29
51550006,4,Deep Creek Voting District,Chesapeake City,6138,3736,1762,290,196,22,132,2887,1474,1393
51550016,4,Hickory Grove Voting District,Chesapeake City,5536,4649,378,180,176,28,125,2840,871,1952
51550011,4,Geneva Park Voting District,Chesapeake City,5490,3237,1485,500,65,23,180,1991,1003,967
51550023,4,Oak Grove Voting District,Chesapeake City,7400,4453,2006,371,334,21,215,3282,1721,1531
51550032,4,Providence Voting District,Chesapeake City,5727,522,4863,187,30,10,115,2718,2633,77
51550014,4,Grassfield Voting District,Chesapeake City,978,789,118,21,12,5,33,456,174,277
51550043,4,Pleasant Crossing Voting District,Chesapeake City,6364,5643,324,164,120,25,88,3523,1004,2483
51550019,4,Jolliff One Voting District,Chesapeake City,2057,1770,157,49,36,3,42,1216,365,837
51550035,3,Taylor Road Voting District,Chesapeake City,6590,2586,3223,268,255,25,233,2980,2098,862
51550020,4,E. W. Chittum School Voting District,Chesapeake City,3759,2586,832,93,148,9,91,2013,768,1221
51550047,4,Green Sea Voting District,Chesapeake City,3630,3199,174,114,69,4,70,1778,557,1201
51550038,4,Bailey Creek Voting District,Chesapeake City,2167,1875,155,37,39,12,49,1180,345,831
51550042,4,Parkways Voting District,Chesapeake City,7124,3469,2415,393,557,27,263,3288,1939,1329
51550001,4,Great Bridge Voting District,Chesapeake City,5006,3540,1096,177,85,9,99,2119,721,1381
51550010,4,Oscar Smith School Voting District,Chesapeake City,2449,1676,528,120,30,14,81,1046,500,536
51550004,3,Churchland Voting District,Chesapeake City,3403,2838,288,93,111,4,69,2004,631,1356
51550007,4,Greenbrier Voting District,Chesapeake City,4018,2915,618,192,175,12,106,2292,902,1377
51550021,3,Fellowship Voting District,Chesapeake City,3090,2435,435,103,48,14,55,1629,536,1077
515701,4,First Voting District,Colonial Heights City,3080,2304,538,90,52,15,81,1431,526,880
515703,4,Third Voting District,Colonial Heights City,3193,2512,315,147,144,8,67,1763,547,1201
515704,4,Voting District Fourth,Colonial Heights City,4681,3647,538,219,201,7,69,2044,601,1423
515705,4,Fifth Voting District,Colonial Heights City,3168,2781,92,100,138,13,44,2064,405,1634
515702,4,Second Voting District,Colonial Heights City,3289,2776,249,118,43,20,83,1525,483,1023
51580501,9,Precinct 5-1,Covington City,1169,1099,37,3,0,2,28,540,258,276
51580401,9,Precinct 4-1,Covington City,1174,1122,32,7,1,6,6,574,264,304
51580101,9,Precinct 1-1,Covington City,1289,1061,157,26,10,5,30,347,201,144
51580301,9,Precinct 3-1,Covington City,1018,570,368,32,15,3,30,432,329,100
51580201,9,Precinct 2-1,Covington City,1311,1103,147,24,7,2,28,456,252,196
5159013,5,Ward Thirteen,Danville City,3337,1425,1766,80,30,2,34,1648,1034,601
515905,5,Ward Five,Danville City,1588,1084,441,34,18,4,7,710,334,367
5159014,5,Ward Fourteen,Danville City,615,18,586,7,0,1,3,345,337,8
515907,5,Ward Seven,Danville City,3306,744,2436,55,10,8,53,1411,1229,170
515906,5,Ward Six,Danville City,1944,488,1417,21,1,2,15,788,712,70
5159016,5,Ward Sixteen,Danville City,3390,2218,924,177,30,5,36,1734,692,1029
515909,5,Ward Nine,Danville City,2375,1112,1052,158,26,5,22,1000,574,411
5159017,5,Ward Seventeen,Danville City,2412,1904,381,43,55,2,27,1487,474,1003
515901,5,Ward One,Danville City,1177,127,1026,12,0,0,12,554,531,23
515904,5,Ward Four,Danville City,4971,2756,1876,244,19,8,68,2229,1134,1077
515903,5,Ward Three,Danville City,1287,156,1088,18,7,1,17,645,606,37
5159015,5,Ward Fifteen,Danville City,3324,1913,1190,121,47,12,41,1544,759,773
515908,5,Ward Eight,Danville City,2211,1013,1109,46,7,1,35,1093,613,476
5159012,5,Ward Twelve,Danville City,3286,1563,1627,32,14,2,48,1867,1062,792
515902,5,Ward Two,Danville City,1669,830,763,21,21,10,24,660,420,237
5159011,5,Ward Eleven,Danville City,3611,1346,2033,108,69,2,53,1866,1198,659
5159010,5,Ward Ten,Danville City,2552,1410,1010,68,51,1,12,1290,643,628
51595501,4,Precinct 5-1,Emporia City,771,20,710,26,7,4,4,297,287,8
51595301,4,Precinct 3-1,Emporia City,789,404,359,20,3,1,2,412,194,214
51595401,4,Precinct 4-1,Emporia City,1004,441,509,19,16,0,19,475,264,210
51595701,4,District 7,Emporia City,842,188,505,133,2,0,14,313,222,90
51595601,4,District 6,Emporia City,829,468,307,35,15,0,4,427,169,252
51595101,4,Precinct 1-1,Emporia City,901,170,689,21,0,2,19,406,314,91
51595201,4,Precinct 2-1,Emporia City,791,157,606,8,4,1,15,286,252,32
516003,11,Voting District Three,Fairfax City,4848,2823,257,593,998,21,156,2435,1355,1061
516002,11,Voting District Two,Fairfax City,3503,2188,154,609,438,11,103,1741,944,780
516004,11,Voting District Four,Fairfax City,3476,2555,108,368,352,3,90,2000,1145,836
516001,11,Voting District One,Fairfax City,3715,2228,178,768,452,5,84,1672,1048,603
516005,11,Voting District Five,Fairfax City,3272,1982,131,513,535,11,100,1721,1010,688
516006,11,Voting District Six,Fairfax City,3751,2073,202,705,639,11,121,1804,1073,723
516105,8,Fifth Ward,Falls Church City,1903,1521,36,120,164,0,62,1155,770,379
516102,8,Second Ward,Falls Church City,2609,1915,98,212,276,8,100,1138,804,325
516103,8,Third Ward,Falls Church City,2000,1357,106,309,144,2,82,1157,777,365
516101,8,First Ward,Falls Church City,3426,2425,191,336,352,10,112,1969,1429,513
516104,8,Fourth Ward,Falls Church City,2394,1875,92,132,218,3,74,1317,915,388
51620301,4,Precinct 3-1,Franklin City,1308,94,1183,7,2,4,18,601,565,34
51620101,4,Precinct 1-1,Franklin City,1326,1100,168,25,19,2,12,812,245,562
51620501,4,Precinct 5-1,Franklin City,1334,71,1224,7,0,3,29,615,587,25
51620401,4,Precinct 4-1,Franklin City,1518,138,1347,15,0,3,15,747,706,37
51620601,4,Precinct 6-1,Franklin City,1411,816,495,61,11,3,25,745,349,387
51620201,4,Precinct 2-1,Franklin City,1685,1114,450,26,33,12,50,906,367,531
51630201,1,District 2,Fredericksburg City,5085,4204,459,163,130,8,121,1987,1250,721
51630301,1,District 3,Fredericksburg City,5494,3959,714,521,119,16,165,2394,1313,1050
51630402,1,District 4-Precinct 2,Fredericksburg City,3167,1324,1500,189,35,5,114,671,487,178
51630401,1,District 4,Fredericksburg City,2221,785,659,593,77,6,101,1413,1152,254
51630101,1,District 1,Fredericksburg City,8319,4488,2035,1141,325,23,307,3183,1953,1210
516401,9,East Voting District,Galax City,3763,2576,306,791,21,4,65,1079,502,566
516403,9,South Voting District,Galax City,1654,1487,27,112,5,3,20,591,267,319
516402,9,North Voting District,Galax City,1625,1438,74,86,14,0,13,730,283,432
51650106,3,Armstrong Voting District,Hampton City,4219,2111,1694,189,77,16,132,2199,1379,791
51650213,2,Phillips Voting District,Hampton City,5876,4061,1183,279,153,18,182,3384,1516,1847
51650204,3,Forrest Voting District,Hampton City,4095,1666,1909,211,175,14,120,2061,1393,655
51650205,2,Asbury Voting District,Hampton City,5988,4654,897,176,95,18,148,3563,1415,2119
51650103,3,City Hall Voting District,Hampton City,4423,871,3194,200,23,25,110,1933,1704,220
51650104,3,Cooper Voting District,Hampton City,7609,2128,4538,478,178,22,265,3096,2603,476
51650208,3,Kraft Voting District,Hampton City,6678,3522,2497,271,145,17,226,3552,2062,1470
51650109,3,Phenix Voting District,Hampton City,5254,485,4336,175,81,32,145,2724,2585,123
51650202,2,Bryan Voting District,Hampton City,5385,3498,1261,360,54,22,190,2317,1261,1031
51650214,3,Tucker Capps Voting District,Hampton City,6256,2998,2636,280,125,31,186,2929,1752,1159
51650116,2,Jones Voting District,Hampton City,2680,949,1421,144,70,7,89,1234,977,246
51650210,2,Machen Voting District,Hampton City,7507,2554,3886,397,316,30,324,3347,2555,769
51650115,3,Wythe Voting District,Hampton City,2330,1737,419,89,18,10,57,1392,721,657
51650110,2,Phoebus Voting District,Hampton City,1430,716,593,70,21,1,29,699,435,253
51650107,3,Lindsay Voting District,Hampton City,3291,858,2130,107,106,9,81,1804,1436,364
51650105,2,East Hampton Voting District,Hampton City,5066,1032,3585,206,44,15,184,2472,2133,332
51650212,3,Bethel Voting District,Hampton City,5348,2065,2592,213,281,12,185,3105,2065,1025
51650112,2,Smith Voting District,Hampton City,6337,2425,3376,225,96,19,196,3175,2415,741
51650118,3,Mallory Voting District,Hampton City,4998,815,3866,121,63,18,115,2707,2389,306
51650201,2,Booker Voting District,Hampton City,5030,3293,1183,281,94,23,156,2588,1254,1305
51650203,2,Burbank Voting District,Hampton City,5161,3090,1375,319,187,18,172,1829,1007,806
51650102,3,Bassette Voting District,Hampton City,4164,402,3475,108,54,13,112,2211,2100,106
51650117,2,Kecoughtan Voting District,Hampton City,4781,1617,2509,258,122,15,260,1988,1462,517
51650209,2,Langley Voting District,Hampton City,4760,2719,1561,190,118,14,158,2198,1227,940
51650215,2,Tyler Voting District,Hampton City,1764,406,1167,74,31,11,75,840,698,137
51650108,3,Thomas Voting District,Hampton City,6956,1197,5080,356,78,28,217,3024,2697,315
51650111,3,Hampton Library Voting District,Hampton City,1518,957,427,62,12,9,51,882,504,371
51650216,2,Sandy Bottom Voting District,Hampton City,2980,1298,1264,176,102,5,135,1594,1069,518
51650113,2,Syms Voting District,Hampton City,2026,1430,367,70,102,9,48,1152,508,637
51650101,3,Aberdeen Voting District,Hampton City,3526,729,2457,156,61,17,106,1845,1595,240
51660201,6,Northwest Voting District,Harrisonburg City,8921,6489,542,1492,200,6,192,3080,1731,1301
51660102,6,East Central Voting District,Harrisonburg City,9364,7553,444,756,481,19,111,778,449,325
51660202,6,Southwest Voting District,Harrisonburg City,9022,6365,437,1667,316,7,230,3137,1642,1464
51660103,6,Southeast Voting District,Harrisonburg City,11969,9777,441,967,494,10,280,4947,3087,1823
51660101,6,Northeast Voting District,Harrisonburg City,9638,5207,1047,2783,268,25,308,2700,1535,1135
51670301,3,Ward 3,Hopewell City,3047,2323,411,214,26,4,69,1465,456,996
51670401,3,Ward 4,Hopewell City,3604,2262,1029,161,62,9,81,1810,829,965
51670601,3,Ward 6,Hopewell City,2929,813,1796,219,18,9,74,1136,992,141
51670101,3,Ward 1,Hopewell City,3226,2095,758,253,21,10,89,1162,549,591
51670201,3,Ward 2,Hopewell City,3590,813,2456,145,18,19,139,1349,1192,152
51670701,3,Ward 7,Hopewell City,2942,1371,1174,257,32,12,96,1152,727,418
51670501,3,Ward 5,Hopewell City,3253,2328,592,231,20,15,67,1439,540,886
51678001,6,Lexington Voting District,Lexington City,7042,5807,668,271,157,8,131,2474,1543,914
51680304,5,Third Ward Fourth Precinct,Lynchburg City,9107,6969,1322,344,280,52,140,4082,741,3293
51680305,5,Third Ward Fifth Precinct,Lynchburg City,4325,2981,650,215,366,6,107,1721,576,1136
51680202,6,Second Ward Second Precinct,Lynchburg City,5142,1191,3752,92,14,9,84,2047,1776,259
51680301,6,Third Ward First Precinct,Lynchburg City,3686,2024,1354,132,36,13,127,1470,796,652
51680101,6,First Ward First Precinct,Lynchburg City,7491,4668,2057,307,235,14,210,3443,1588,1815
51680103,6,First Ward Third Precinct,Lynchburg City,2942,2810,87,16,11,3,15,1861,727,1118
51680404,6,Fourth Ward Fourth Precinct,Lynchburg City,4671,3185,1162,126,54,3,141,2466,1198,1245
51680303,5,Third Ward Third Precinct,Lynchburg City,2987,2130,626,86,88,4,53,1215,509,686
51680102,6,First Ward Second Precinct,Lynchburg City,3815,3406,175,69,115,7,43,2373,918,1434
51680302,5,Third Ward Second Precinct,Lynchburg City,2024,1145,755,46,21,3,54,735,406,317
51680403,6,Fourth Ward Third Precinct,Lynchburg City,6724,4889,1209,218,255,28,125,2947,1356,1547
51680203,5,Second Ward Third Precinct,Lynchburg City,2429,488,1797,60,2,10,72,825,686,133
51680402,6,Fourth Ward Second Precinct,Lynchburg City,2379,1702,472,85,56,3,61,1223,469,742
51680104,6,First Ward Fourth Precinct,Lynchburg City,2133,1525,431,77,43,6,51,1066,642,405
51680401,6,Fourth Ward First Precinct,Lynchburg City,6017,4455,947,199,248,18,150,2815,968,1820
51680201,6,Second Ward First Precinct,Lynchburg City,7596,2194,4978,184,40,20,180,2718,2242,439
51680105,6,First Ward Fifth Precinct,Lynchburg City,2100,1812,210,44,15,1,18,1289,671,597
516833,1,Metz Voting District,Manassas City,6469,3450,733,1724,391,16,155,2553,1394,1138
516831,1,Dean Voting District,Manassas City,6963,4397,843,1075,423,19,206,3252,1657,1567
516835,1,Baldwin Voting District,Manassas City,9693,3249,1557,4270,296,28,293,2553,1593,940
516834,1,Haydon Voting District,Manassas City,7755,3712,1028,2252,542,14,207,2947,1627,1302
516832,1,Weems Voting District,Manassas City,6941,3186,744,2555,250,22,184,2301,1247,1028
51685002,11,Precinct Two,Manassas Park City,6375,2703,870,1987,595,15,205,1827,1115,700
51685001,11,Precinct One,Manassas Park City,7898,3367,914,2658,683,16,260,2307,1348,934
51690002,9,Precinct 2,Martinsville City,3130,1746,1139,119,46,5,75,1276,819,437
51690001,9,Precinct 1,Martinsville City,1168,28,1107,13,4,1,15,721,719,2
51690003,9,Precinct 3,Martinsville City,2623,1033,1267,228,18,6,71,948,641,294
51690005,9,Precinct 5,Martinsville City,2572,2235,232,40,48,0,17,1774,623,1139
51690006,9,Precinct 6,Martinsville City,749,31,710,0,0,0,8,404,401,3
51690004,9,Precinct 4,Martinsville City,3579,1634,1736,152,11,6,40,1390,936,436
51700316,3,South Morrison Voting District,Newport News City,4473,1787,2159,239,95,26,167,2209,1442,753
51700211,1,Palmer Voting District,Newport News City,6213,3217,1432,1105,202,10,247,2131,1239,870
51700107,1,Richneck Voting District,Newport News City,5992,2844,2094,453,298,20,283,2990,1781,1191
51700315,3,Sedgefield Voting District,Newport News City,3019,2004,725,117,52,15,106,1579,745,817
51700317,3,Washington Voting District,Newport News City,1152,24,1080,29,0,1,18,520,517,1
51700219,2,Deer Park Voting District,Newport News City,8030,4447,2253,779,298,23,230,3290,1997,1268
51700202,3,Boulevard Voting District,Newport News City,5234,3574,1145,247,78,17,173,2132,1077,1039
51700314,3,River Voting District,Newport News City,2342,1252,884,72,39,10,85,1195,754,427
51700108,3,Lee Hall Voting District,Newport News City,9812,4727,2963,1262,354,42,464,2299,1662,628
51700313,3,Reed Voting District,Newport News City,3315,82,3076,56,1,11,89,1729,1710,18
51700218,1,Kiln Creek Voting District,Newport News City,6622,3928,1584,441,424,13,232,3210,1747,1434
51700204,3,Wellesley Voting District,Newport News City,4224,3095,752,173,68,9,127,1588,840,728
51700307,3,Huntington Voting District,Newport News City,1756,46,1622,21,3,5,59,775,772,3
51700302,3,Briarfield Voting District,Newport News City,4287,1311,2425,352,33,14,152,1731,1376,349
51700213,3,Sanford Voting District,Newport News City,1500,1172,157,59,73,2,37,927,326,594
51700215,3,Warwick Voting District,Newport News City,2678,1623,727,184,47,6,91,1294,745,536
51700308,3,Jefferson Voting District,Newport News City,2000,39,1866,48,2,7,38,1012,1009,3
51700217,3,Riverview Voting District,Newport News City,3221,2352,507,123,121,10,108,2009,864,1128
51700303,3,Carver Voting District,Newport News City,3307,1049,1966,180,17,11,84,1316,1027,280
51700209,3,Hilton Voting District,Newport News City,3165,2742,202,92,48,20,61,1855,852,981
51700105,3,Oyster Point Voting District,Newport News City,1277,784,331,85,27,8,42,575,300,271
51700208,3,Hidenwood Voting District,Newport News City,2068,1865,74,54,29,10,36,1410,495,892
51700106,3,Reservoir Voting District,Newport News City,7636,2878,3022,1027,338,33,338,3217,2216,983
51700104,1,McIntosh Voting District,Newport News City,4657,1461,2228,500,249,16,203,1945,1499,442
51700309,3,Magruder Voting District,Newport News City,1690,48,1536,40,3,10,53,929,916,12
51700320,2,Watkins Voting District,Newport News City,5581,3426,1180,663,88,20,204,2324,1026,1271
51700304,3,Chestnut Voting District,Newport News City,1807,53,1663,35,5,5,46,933,923,10
51700101,3,Denbigh Voting District,Newport News City,6960,1855,3571,873,306,30,325,3095,2459,622
51700311,3,Newmarket Voting District,Newport News City,4312,1496,2514,147,45,20,90,2148,1604,532
51700305,3,Downtown Voting District,Newport News City,2178,671,1345,83,26,12,41,474,377,90
51700306,3,Dunbar Voting District,Newport News City,2159,51,1963,57,2,14,72,881,873,8
51700109,1,Windsor Voting District,Newport News City,3544,1862,1148,250,123,11,150,1508,905,594
51700210,3,Nelson Voting District,Newport News City,5795,3819,1195,319,266,15,181,3366,1615,1727
51700319,2,Saunders Voting District,Newport News City,6350,3332,2242,370,157,37,212,2728,1501,1204
51700205,3,Deep Creek Voting District,Newport News City,3767,3185,346,98,60,3,75,2355,834,1506
51700103,3,Jenkins Voting District,Newport News City,6616,2672,2799,616,191,45,293,2697,1771,911
51700216,3,Yates Voting District,Newport News City,2226,1672,419,57,34,1,43,1410,605,791
51700312,3,Newsome Park Voting District,Newport News City,1328,16,1236,34,6,0,36,651,641,10
51700212,3,Riverside Voting District,Newport News City,1892,1758,37,33,27,8,29,1260,502,755
51700102,3,Epes Voting District,Newport News City,7871,1689,4692,848,286,33,323,3024,2455,552
51700203,3,Charles Voting District,Newport News City,5778,3785,1126,304,292,30,241,3154,1480,1641
51700318,3,Wilson Voting District,Newport News City,1891,245,1502,55,15,4,70,1077,1004,71
51700110,1,Greenwood Voting District,Newport News City,7090,2490,3125,809,267,33,366,2486,1919,557
51700310,3,Marshall Voting District,Newport News City,2508,42,2361,55,1,4,45,1247,1236,10
51700201,1,Bland Voting District,Newport News City,1396,683,453,146,46,8,60,493,334,157
51710301,3,Ballentine Voting District,Norfolk City,4798,857,3518,250,26,14,133,2027,1827,189
51710501,2,Bayview School Voting District,Norfolk City,5515,3622,1066,457,117,40,213,2240,1199,1022
51710201,3,Old Dominion Voting District,Norfolk City,4669,3386,747,166,212,8,150,1246,658,587
51710212,3,Park Place Voting District,Norfolk City,4141,404,3437,158,24,10,108,1534,1485,45
51710509,2,Tarrallton Voting District,Norfolk City,4609,3441,499,285,207,17,160,2080,891,1169
51710205,2,Lafayette Voting District,Norfolk City,1806,1363,242,71,87,3,40,1034,568,451
51710217,2,Wesley Voting District,Norfolk City,4968,1990,2056,493,191,21,217,1674,1151,508
51710511,2,Crossroads Voting District,Norfolk City,5142,3219,1146,433,145,19,180,2000,1049,920
51710412,3,Ingleside Voting District,Norfolk City,3277,671,2374,115,25,12,80,1763,1561,188
51710505,2,Little Creek Voting District,Norfolk City,3090,1910,599,298,163,10,110,1267,623,625
51710312,3,Sherwood School Voting District,Norfolk City,2820,1435,1007,148,94,5,131,1163,813,335
51710305,3,Lafayette-Winona Voting District,Norfolk City,3365,1094,1880,219,29,29,114,1485,1227,247
51710304,3,Coleman Place School Voting District,Norfolk City,2914,588,1816,200,217,9,84,1088,876,206
51710311,3,Sherwood Rec Center Voting District,Norfolk City,4984,1866,2166,322,423,12,195,2022,1367,642
51710409,2,Fairlawn Voting District,Norfolk City,3427,1655,1227,224,207,8,106,1552,872,666
51710405,3,Chesterfield Voting District,Norfolk City,3567,153,3200,84,34,11,85,1707,1668,38
51710414,3,Young Park Voting District,Norfolk City,5442,122,5118,118,10,9,65,2183,2163,14
51710302,3,Tanner's Creek Voting District,Norfolk City,3209,968,1628,284,194,25,110,1126,886,227
51710503,2,East Ocean View Voting District,Norfolk City,5271,2879,1555,510,108,23,196,1856,1157,670
51710105,2,Tucker House Voting District,Norfolk City,1133,195,778,78,45,5,32,479,434,43
51710406,2,Barron Black Voting District,Norfolk City,3031,1406,916,170,400,10,129,1355,754,588
51710103,2,Northside Voting District,Norfolk City,3854,2639,582,288,197,21,127,1597,795,783
51710214,3,Stuart Voting District,Norfolk City,4013,2601,1025,155,90,19,123,1995,1473,510
51710306,3,Lindenwood Voting District,Norfolk City,2761,457,2115,108,12,6,63,1229,1113,112
51710215,2,Suburban Park Voting District,Norfolk City,3379,2223,797,148,109,13,89,1678,942,721
51710504,2,Larrymore Voting District,Norfolk City,3935,1842,1327,384,226,9,147,1677,1017,649
51710411,3,Hunton Y Voting District,Norfolk City,3273,238,2949,65,0,3,18,689,686,3
51710213,3,Taylor Elementary School Voting District,Norfolk City,4223,3544,298,133,138,5,105,2200,1429,743
51710207,3,Lambert's Point Voting District,Norfolk City,3557,1069,2056,147,146,6,133,1090,983,94
51710403,3,Brambleton Voting District,Norfolk City,4071,43,3780,145,10,4,89,744,736,6
51710415,3,United Way Voting District,Norfolk City,4392,1964,1738,280,235,13,162,1727,1137,585
51710402,3,Berkley Voting District,Norfolk City,3271,71,3073,56,8,3,60,1616,1596,20
51710106,2,Zion Grace Voting District,Norfolk City,27380,15081,6747,3232,1262,194,864,2339,1351,974
51710506,2,Ocean View Center Voting District,Norfolk City,4703,3190,854,323,137,25,174,1915,1087,801
51710104,2,Titustown Center Voting District,Norfolk City,7528,3647,2339,946,187,50,359,687,594,91
51710203,3,Ghent Square Voting District,Norfolk City,1678,1386,104,38,95,2,53,996,597,389
51710218,2,Willard Voting District,Norfolk City,2841,2380,248,89,44,11,69,1595,821,757
51710408,2,Easton Voting District,Norfolk City,4638,2163,1747,347,248,19,114,1965,1154,789
51710303,3,Bowling Park Voting District,Norfolk City,5155,205,4681,141,33,9,86,2192,2142,44
51710508,2,Oceanair Voting District,Norfolk City,3465,1327,1514,401,75,13,135,1230,914,302
51710210,3,Maury Voting District,Norfolk City,3366,2754,296,111,118,6,81,1687,1114,561
51710309,3,Norview Middle School Voting District,Norfolk City,4650,784,3354,212,129,13,158,1850,1686,156
51710404,3,Campostella Voting District,Norfolk City,4522,143,4167,116,14,13,69,1863,1827,33
51710101,2,Granby Voting District,Norfolk City,6619,3515,2128,513,214,25,224,2647,1791,837
51710204,3,Immanuel Voting District,Norfolk City,2583,697,1630,107,70,11,68,1015,920,90
51710510,2,Third Presbyterian Voting District,Norfolk City,4886,3655,691,233,123,16,168,2216,980,1215
51710313,3,Union Chapel Voting District,Norfolk City,2209,65,2005,68,6,6,59,865,849,16
51710310,3,Rosemont Voting District,Norfolk City,7097,538,5611,644,112,21,171,2783,2686,91
51710208,2,Larchmont Library Voting District,Norfolk City,1266,1202,13,19,10,2,20,762,388,371
51710308,3,Norview Methodist Voting District,Norfolk City,3347,1642,1199,205,138,21,142,1404,933,458
51710512,2,Azalea Gardens Voting District,Norfolk City,2671,1575,622,210,138,12,114,1162,585,573
51710211,3,Chrysler Museum Voting District,Norfolk City,3682,2914,383,111,179,11,84,1709,983,707
51710413,3,Poplar Halls Voting District,Norfolk City,5114,1343,3209,306,111,10,135,2252,1879,360
51710102,2,Ocean View School Voting District,Norfolk City,7480,4658,1621,627,204,36,334,2674,1621,1018
51710209,2,Larchmont Recreation Center Voting District,Norfolk City,4016,2684,574,153,444,7,154,1374,781,575
517201,9,East Voting District,Norton City,3958,3478,250,68,56,5,101,1507,743,744
51730401,3,Fourth Ward First Precinct,Petersburg City,4502,1015,3247,110,36,22,72,1971,1641,307
51730601,3,Sixth Ward First Precinct,Petersburg City,4232,145,3948,85,2,7,45,1983,1940,37
51730101,3,First Ward First Precinct,Petersburg City,4985,754,3622,452,50,8,99,1949,1735,180
51730501,3,Fifth Ward First Precinct,Petersburg City,4320,205,3903,89,56,7,60,2066,2002,50
51730301,3,Third Ward First Precinct,Petersburg City,4926,1239,3395,116,54,19,103,2791,2169,586
51730701,3,Seventh Ward First Precinct,Petersburg City,4503,585,3616,223,15,16,48,2323,2115,177
51730201,3,Second Ward First Precinct,Petersburg City,4952,959,3688,141,62,8,94,2444,2172,246
517352,2,Eastern Voting District,Poquoson City,4299,4086,14,84,51,14,50,2440,578,1829
517353,2,Western Voting District,Poquoson City,3754,3525,36,42,100,4,47,2352,553,1777
517351,2,Central Voting District,Poquoson City,4097,3787,28,95,111,16,60,2259,617,1623
5174027,3,Voting District Twenty-Seven,Portsmouth City,3921,233,3310,278,53,8,39,1567,1552,14
5174028,3,Voting District Twenty-Eight,Portsmouth City,3042,64,2898,26,4,14,36,1898,1875,20
5174021,3,Voting District Twenty-One,Portsmouth City,1904,49,1802,24,5,2,22,966,953,11
5174039,3,Voting District Thirty Nine,Portsmouth City,4983,1707,2848,169,74,9,176,2699,1962,725
5174019,3,Voting District Nineteen,Portsmouth City,1839,1146,532,56,29,11,65,880,443,427
5174013,3,Voting District Thirteen,Portsmouth City,2802,41,2650,44,4,3,60,1169,1157,11
5174035,3,Voting District Thirty-Five,Portsmouth City,2914,2084,570,97,58,9,96,1725,757,952
5174024,3,Voting District Twenty-Four,Portsmouth City,2527,1170,1186,61,50,15,45,1196,787,401
5174037,3,Voting District Thirty Seven,Portsmouth City,4632,1930,2259,191,99,22,131,2304,1542,751
5174032,3,Voting District Thirty-Two,Portsmouth City,1830,1363,383,26,15,2,41,1123,428,690
5174034,3,Voting District Thirty-Four,Portsmouth City,2119,1806,210,33,37,2,31,1355,530,808
5174020,3,Voting District Twenty,Portsmouth City,2270,802,1326,62,11,16,53,1136,874,253
5174011,3,Voting District Eleven,Portsmouth City,2254,27,2157,36,2,7,25,1052,1049,3
5174014,3,Voting District Fourteen,Portsmouth City,3125,143,2871,45,10,12,44,1505,1482,20
5174025,3,Voting District Twenty-Five,Portsmouth City,2603,1689,784,50,21,2,57,1407,800,597
5174033,3,Voting District Thirty-Three,Portsmouth City,1771,1621,53,48,13,9,27,1055,316,730
517407,3,Voting District Seven,Portsmouth City,2413,926,1271,116,31,8,61,1085,885,190
5174026,3,Voting District Twenty-Six,Portsmouth City,2544,42,2431,25,6,8,32,1538,1517,21
517409,3,Voting District Nine,Portsmouth City,3154,791,2200,89,14,12,48,1348,1108,229
517405,3,Voting District Five,Portsmouth City,2830,110,2584,56,7,11,62,1219,1207,11
5174010,3,Voting District Ten,Portsmouth City,2021,1155,682,80,18,9,77,1028,692,325
5174029,3,Voting District Twenty-Nine,Portsmouth City,1698,1429,139,47,38,6,39,995,312,675
5174016,3,Voting District Sixteen,Portsmouth City,3669,1413,1912,139,49,15,141,1435,1016,410
5174022,3,Voting District Twenty-Two,Portsmouth City,3103,1724,1139,98,29,17,96,1279,722,547
5174038,3,Voting District Thirty Eight,Portsmouth City,6158,1112,4541,217,65,28,195,2748,2448,293
5174017,3,Voting District Seventeen,Portsmouth City,4627,1828,2381,196,66,32,124,1910,1328,555
5174030,3,Voting District Thirty,Portsmouth City,2858,2399,234,67,23,19,116,1319,505,802
5174023,3,Voting District Twenty-Three,Portsmouth City,2802,2273,292,103,46,13,75,1348,524,804
5174031,3,Voting District Thirty-One,Portsmouth City,4616,2214,2068,165,67,16,86,2024,1246,765
5174036,3,Voting District Thirty-Six,Portsmouth City,4933,3260,1244,169,113,21,126,2860,1389,1458
517401,3,Voting District One,Portsmouth City,3573,1975,1370,106,41,21,60,1421,921,486
51750001,9,East Voting District,Radford City,9829,8462,624,295,200,20,228,2107,1242,833
51750003,9,West Two Voting District,Radford City,3624,3184,274,48,31,9,78,1704,811,864
51750002,9,West One Voting District,Radford City,2955,2429,364,42,25,1,94,1614,877,721
51760104,7,Voting District 104,Richmond City,2352,2276,27,17,27,1,4,1558,576,971
